team,wl,anet,aortg,adrtg,sos,osos,dsos,pace,opl,dpl,date
WAS,26-33,-3.323,109.523,112.719,-0.012,0.113,-0.120,104.21,13.51,14.22,2021-04-23
CHA,29-30,-1.922,110.718,112.618,-0.326,0.018,-0.326,98.717,14.413,14.829,2021-04-23
OKC,20-40,-8.830,104.130,112.921,0.52,0.27,0.32,100.96,14.412,14.23,2021-04-23
UTA,44-15,9.11,116.94,107.82,-0.115,-0.023,-0.014,99.315,14.718,14.36,2021-04-23
LAC,43-19,6.42,117.62,111.211,-0.530,-0.127,-0.329,97.625,15.027,14.513,2021-04-23
PHX,42-17,6.03,115.67,109.65,-0.224,0.017,-0.223,97.724,14.719,14.727,2021-04-23
MIL,36-22,5.34,116.46,111.210,-0.328,-0.022,-0.327,102.03,13.63,14.624,2021-04-23
DEN,38-21,4.95,117.43,112.515,-0.011,0.26,-0.222,97.028,15.128,14.621,2021-04-23
PHI,39-20,4.76,112.614,107.93,-0.013,-0.019,-0.015,100.010,14.715,14.11,2021-04-23
BKN,40-20,4.07,117.71,113.725,-0.116,0.25,-0.225,100.011,14.28,14.620,2021-04-23
LAL,35-24,3.68,110.220,106.51,-0.221,-0.330,0.25,98.518,14.821,14.410,2021-04-23
ATL,33-27,2.79,115.28,112.516,0.34,0.22,0.17,98.121,14.820,14.619,2021-04-23
BOS,32-28,1.910,113.512,111.612,-0.114,-0.020,-0.016,98.220,14.924,14.411,2021-04-23
NYK,33-27,1.811,110.121,108.34,-0.329,-0.229,-0.118,96.130,15.330,14.725,2021-04-23
MEM,30-28,1.712,112.515,110.98,0.18,0.114,0.18,100.59,14.06,14.622,2021-04-23
DAL,32-26,1.513,114.410,112.923,0.26,0.19,0.16,97.427,15.129,14.512,2021-04-23
TOR,25-34,0.614,112.713,112.013,-0.223,0.015,-0.224,99.513,14.29,14.726,2021-04-23
NOP,26-33,-0.215,114.89,115.127,-0.117,0.016,-0.121,99.414,14.210,14.728,2021-04-23
GSW,30-30,-0.316,109.922,110.27,-0.118,-0.124,0.09,102.52,13.52,14.517,2021-04-23
SAS,29-29,-0.517,110.619,111.09,-0.222,-0.228,0.011,98.716,14.716,14.514,2021-04-23
POR,32-27,-0.718,116.55,117.229,-0.327,0.110,-0.430,98.122,15.025,14.48,2021-04-23
IND,27-31,-0.719,111.317,112.114,-0.119,-0.125,0.012,101.05,14.04,14.516,2021-04-23
MIA,31-29,-1.020,109.224,110.26,-0.225,-0.126,-0.117,96.729,14.717,15.130,2021-04-23
CHI,25-34,-1.421,111.516,112.922,-0.120,0.24,-0.328,99.712,14.514,14.47,2021-04-23
HOU,15-45,-6.527,106.827,113.224,0.35,0.112,0.24,100.87,14.311,14.35,2021-04-23
MIN,16-44,-6.426,108.826,115.328,0.61,0.18,0.41,101.44,14.27,14.24,2021-04-23
DET,18-42,-3.825,109.025,112.820,0.17,0.23,-0.119,97.923,14.923,14.618,2021-04-23
SAC,24-35,-3.824,114.311,118.130,0.53,0.31,0.23,100.58,14.05,14.623,2021-04-23
CLE,21-38,-6.528,106.028,112.517,0.19,0.111,-0.013,97.626,15.026,14.515,2021-04-23
ORL,18-41,-8.429,105.429,113.826,-0.010,-0.021,0.010,98.419,14.922,14.49,2021-04-23
OKC,20-39,-8.630,104.130,112.719,0.52,0.27,0.32,100.86,14.413,14.23,2021-04-22
TOR,25-34,0.614,112.713,112.014,-0.223,0.015,-0.225,99.513,14.28,14.726,2021-04-22
LAC,42-19,6.72,117.92,111.110,-0.226,-0.127,-0.119,97.526,15.127,14.513,2021-04-22
PHX,42-17,6.03,115.67,109.65,-0.224,0.017,-0.224,97.725,14.720,14.727,2021-04-22
DEN,38-20,5.44,117.73,112.415,-0.012,0.26,-0.223,96.928,15.128,14.621,2021-04-22
MIL,36-22,5.35,116.45,111.211,-0.329,-0.022,-0.328,102.03,13.63,14.624,2021-04-22
PHI,39-20,4.76,112.614,107.93,-0.014,-0.019,-0.015,100.010,14.715,14.11,2021-04-22
BKN,39-20,3.97,117.91,114.026,-0.117,0.25,-0.226,99.911,14.29,14.620,2021-04-22
LAL,35-24,3.68,110.220,106.51,-0.221,-0.330,0.25,98.518,14.821,14.410,2021-04-22
ATL,32-27,2.49,115.08,112.517,0.34,0.22,0.18,98.220,14.719,14.619,2021-04-22
